id,string
acn-acanthodactyl,"[""Acanthodactylus boueti:sci"", ""Acanthodactylus blanci:sci"", ""Acanthodactylus arabicus:sci"", ""Acanthodactylus dumerilii:sci"", ""Arabian fringe fingered lizard:eng"", ""Acanthodactylus boskianus:sci"", ""Acanthodactylus blanfordii:sci"", ""Acanthodactyle bosc:eng"", ""Acanthodactylus aureus:sci"", ""Acanthodactylus cantoris:sci"", ""Acanthodactylus bedriagai:sci"", ""Acanthodactylus erythrurus:sci""]"
acr-acanthodactyl,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus aureus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus bedriagai""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus blanci""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus blanfordii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus boskianus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus boskianus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus boueti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus boueti""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus cantoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus cantoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus dumerilii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus erythrurus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus erythrurus""}]}"
acn-acanthodacty,"[""Acanthodactylus boueti:sci"", ""Acanthodactylus blanci:sci"", ""Acanthodactylus arabicus:sci"", ""Acanthodactylus dumerilii:sci"", ""Arabian fringe fingered lizard:eng"", ""Acanthodactylus boskianus:sci"", ""Acanthodactylus blanfordii:sci"", ""Acanthodactyle bosc:eng"", ""Acanthodactylus aureus:sci"", ""Acanthodactylus cantoris:sci"", ""Acanthodactylus bedriagai:sci"", ""Acanthodactylus erythrurus:sci""]"
acr-acanthodacty,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus aureus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus bedriagai""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus blanci""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus blanfordii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus boskianus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus boskianus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus boueti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus boueti""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus cantoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus cantoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus dumerilii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus erythrurus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus erythrurus""}]}"
acn-acanthodact,"[""Acanthodactylus boueti:sci"", ""Acanthodactylus blanci:sci"", ""Acanthodactylus arabicus:sci"", ""Acanthodactylus dumerilii:sci"", ""Arabian fringe fingered lizard:eng"", ""Acanthodactylus boskianus:sci"", ""Acanthodactylus blanfordii:sci"", ""Acanthodactyle bosc:eng"", ""Acanthodactylus aureus:sci"", ""Acanthodactylus cantoris:sci"", ""Acanthodactylus bedriagai:sci"", ""Acanthodactylus erythrurus:sci""]"
acr-acanthodact,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus aureus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus bedriagai""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus blanci""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus blanfordii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus boskianus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus boskianus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus boueti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus boueti""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus cantoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus cantoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus dumerilii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus erythrurus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus erythrurus""}]}"
acn-acanthodac,"[""Acanthodactylus boueti:sci"", ""Acanthodactylus blanci:sci"", ""Acanthodactylus arabicus:sci"", ""Acanthodactylus dumerilii:sci"", ""Arabian fringe fingered lizard:eng"", ""Acanthodactylus boskianus:sci"", ""Acanthodactylus blanfordii:sci"", ""Acanthodactyle bosc:eng"", ""Acanthodactylus aureus:sci"", ""Acanthodactylus cantoris:sci"", ""Acanthodactylus bedriagai:sci"", ""Acanthodactylus erythrurus:sci""]"
acr-acanthodac,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus aureus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus bedriagai""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus blanci""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus blanfordii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus boskianus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus boskianus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus boueti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus boueti""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus cantoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus cantoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus dumerilii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus erythrurus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus erythrurus""}]}"
acn-acanthoda,"[""Acanthodactylus boueti:sci"", ""Acanthodactylus blanci:sci"", ""Acanthodactylus arabicus:sci"", ""Acanthodactylus dumerilii:sci"", ""Arabian fringe fingered lizard:eng"", ""Acanthodactylus boskianus:sci"", ""Acanthodactylus blanfordii:sci"", ""Acanthodactyle bosc:eng"", ""Acanthodactylus aureus:sci"", ""Acanthodactylus cantoris:sci"", ""Acanthodactylus bedriagai:sci"", ""Acanthodactylus erythrurus:sci""]"
acr-acanthoda,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus aureus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus bedriagai""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus blanci""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus blanfordii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus boskianus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus boskianus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus boueti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus boueti""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus cantoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus cantoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus dumerilii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus erythrurus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus erythrurus""}]}"
acn-acanthod,"[""Acanthodactylus boueti:sci"", ""Acanthodactylus blanci:sci"", ""Acanthodactylus arabicus:sci"", ""Acanthodactylus dumerilii:sci"", ""Arabian fringe fingered lizard:eng"", ""Acanthodactylus boskianus:sci"", ""Acanthodactylus blanfordii:sci"", ""Acanthodactyle bosc:eng"", ""Acanthodactylus aureus:sci"", ""Acanthodactylus cantoris:sci"", ""Acanthodactylus bedriagai:sci"", ""Acanthodactylus erythrurus:sci""]"
acr-acanthod,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus aureus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus bedriagai""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus blanci""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus blanfordii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus boskianus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus boskianus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus boueti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus boueti""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus cantoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus cantoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus dumerilii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus erythrurus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus erythrurus""}]}"
acn-arabicus,"[""Acanthodactylus arabicus:sci"", ""Arabian fringe fingered lizard:eng""]"
acr-arabicus,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus arabicus""}]}"
acn-arabicu,"[""Acanthodactylus arabicus:sci"", ""Arabian fringe fingered lizard:eng""]"
acr-arabicu,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus arabicus""}]}"
acn-arabic,"[""Acanthodactylus arabicus:sci"", ""Arabian fringe fingered lizard:eng""]"
acr-arabic,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus arabicus""}]}"
acn-arabi,"[""Acanthodactylus arabicus:sci"", ""Arabian fringe fingered lizard:eng""]"
acr-arabi,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus arabicus""}]}"
acn-arab,"[""Acanthodactylus arabicus:sci"", ""Arabian fringe fingered lizard:eng""]"
acr-arab,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus arabicus""}]}"
acn-ara,"[""Acanthodactylus arabicus:sci"", ""Arabian fringe fingered lizard:eng""]"
acr-ara,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus arabicus""}]}"
acn-arabian fringe fingered lizard,"[""Acanthodactylus arabicus:sci"", ""Arabian fringe fingered lizard:eng""]"
acr-arabian fringe fingered lizard,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus arabicus""}]}"
acn-arabian,"[""Acanthodactylus arabicus:sci"", ""Arabian fringe fingered lizard:eng""]"
acr-arabian,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus arabicus""}]}"
acn-arabia,"[""Acanthodactylus arabicus:sci"", ""Arabian fringe fingered lizard:eng""]"
acr-arabia,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus arabicus""}]}"
acn-fringe,"[""Chabanaud fringe fingered lizard:eng"", ""Bosk fringe fingered lizard:eng"", ""Bedriaga fringe fingered lizard:eng"", ""Dum ril fringe fingered lizard:eng"", ""Arabian fringe fingered lizard:eng"", ""Blanford fringe fingered lizard:eng"", ""Fringe fingered lizard:eng"", ""Indian fringe fingered lizard:eng"", ""White fringe fingered lizard:eng"", ""Bosc fringe toed lizard:eng"", ""Golden fringe fingered lizard:eng"", ""Acanthodactylus arabicus:sci""]"
acr-fringe,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus aureus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus bedriagai""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus blanci""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus blanfordii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus boskianus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus boskianus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus boueti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus boueti""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus cantoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus cantoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus dumerilii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus erythrurus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus erythrurus""}]}"
acn-fring,"[""Chabanaud fringe fingered lizard:eng"", ""Bosk fringe fingered lizard:eng"", ""Bedriaga fringe fingered lizard:eng"", ""Dum ril fringe fingered lizard:eng"", ""Arabian fringe fingered lizard:eng"", ""Blanford fringe fingered lizard:eng"", ""Fringe fingered lizard:eng"", ""Indian fringe fingered lizard:eng"", ""White fringe fingered lizard:eng"", ""Bosc fringe toed lizard:eng"", ""Golden fringe fingered lizard:eng"", ""Acanthodactylus arabicus:sci""]"
acr-fring,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus aureus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus bedriagai""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus blanci""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus blanfordii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus boskianus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus boskianus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus boueti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus boueti""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus cantoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus cantoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus dumerilii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus erythrurus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus erythrurus""}]}"
acn-frin,"[""Chabanaud fringe fingered lizard:eng"", ""Bosk fringe fingered lizard:eng"", ""Bedriaga fringe fingered lizard:eng"", ""Dum ril fringe fingered lizard:eng"", ""Arabian fringe fingered lizard:eng"", ""Blanford fringe fingered lizard:eng"", ""Fringe fingered lizard:eng"", ""Indian fringe fingered lizard:eng"", ""White fringe fingered lizard:eng"", ""Bosc fringe toed lizard:eng"", ""Golden fringe fingered lizard:eng"", ""Acanthodactylus arabicus:sci""]"
acr-frin,"{""rows"": [{""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus arabicus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus aureus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus bedriagai""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus blanci""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus blanfordii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus boskianus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus boskianus""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus boueti""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus boueti""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus cantoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus cantoris""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus dumerilii""}, {""source"": ""gbif"", ""type"": ""points"", ""name"": ""Acanthodactylus erythrurus""}, {""source"": ""wwf"", ""type"": ""ecoregion"", ""name"": ""Acanthodactylus erythrurus""}]}"
acn-fri,"[""Chabanaud fringe fingered lizard:eng"", ""Bosk fringe fingered lizard:eng"", ""Bedriaga fringe fingered lizard:eng"", ""Dum ril fringe fingered lizard:eng"", ""Arabian fringe fingered lizard:eng"", ""Blanford fringe fingered lizard:eng"", ""Fringe fingered lizard:eng"", ""Indian fringe fingered lizard:eng"", ""White fringe fingered lizard:eng"", ""Bosc fringe toed lizard:eng"", ""Golden fringe fingered lizard:eng"", ""Acanthodactylus arabicus:sci""]"
